Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry,CapCategory,InvestmentRecommendation,AssetAllocation
SOWG,Sow Good,$2.74,-0.02,-0.725%,28072363.0,United States,,33961,Consumer Staples,Packaged Foods,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SPAI,Safe Pro,$3.34,-0.02,-0.595%,45956556.0,United States,2024.0,130052,Health Care,Industrial Specialties,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SPB,Spectrum Brands,$85.42,0.32,0.376%,2396160070.0,United States,,247524,Miscellaneous,Industrial Machinery/Components,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
SPCB,SuperCom Ltd.,$10.625,-0.235,-2.164%,10747740.0,Israel,,425863,Technology,Semiconductors,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SPCE,Virgin Galactic,$5.28,0.0,0.00%,152462614.0,United States,2017.0,1281904,Consumer Discretionary,Transportation Services,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SPE,Special Opportunities,$15.01,0.06,0.401%,0.0,United States,,34760,Finance,Finance/Investors Services,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SPE^C,Special Opportunities,$24.00,-0.231,-0.953%,,United States,,358,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
SPFI,South Plains,$34.67,-0.1,-0.288%,568229478.0,United States,2019.0,22441,Finance,Major Banks,Small-cap,"High Risk, High Potential Return",Equity – Agg
SPG,Simon Property,$172.71,0.96,0.559%,56351497214.0,United States,,1195772,Real Estate,Real Estate Investment Trusts,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
SPG^J,Simon Property,$59.50,0.71,1.208%,,United States,,659,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
SPGC,Sacks Parente,$0.2953,0.0079,2.749%,539096.0,United States,2023.0,878719,Consumer Discretionary,Recreational Games/Products/Toys,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SPGI,S&P Global,$505.16,8.64,1.74%,156751148000.0,United States,,1215774,Finance,Finance: Consumer Services,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
SPH,Suburban Propane,$19.63,0.49,2.56%,1265940584.0,United States,1996.0,217066,Consumer Discretionary,Other Specialty Stores,Small-cap,"High Risk, High Potential Return",Equity – Agg
SPHAU,Shepherd Ave,$10.06,0.01,0.10%,0.0,United States,2024.0,9908,,,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SPHL,Springview Holdings,$3.51,0.0,0.00%,74587500.0,Singapore,2024.0,198774,Consumer Discretionary,Homebuilding,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SPHR,Sphere Entertainment,$41.53,-0.37,-0.883%,1486494129.0,United States,2020.0,934045,Consumer Discretionary,Services-Misc. Amusement & Recreation,Small-cap,"High Risk, High Potential Return",Equity – Agg
SPIR,Spire Global,$16.64,2.82,20.405%,429726086.0,United States,2020.0,1650696,Consumer Discretionary,Telecommunications Equipment,Small-cap,"High Risk, High Potential Return",Equity – Agg
SPKL,Spark I,$10.6792,0.0,0.00%,0.0,United States,2023.0,98,,,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SPKLW,Spark I,$0.14,0.0,0.00%,0.0,United States,2023.0,100,,,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SPLP,Steel Partners,$40.89,-0.04,-0.098%,784493173.0,United States,,1373,Industrials,Industrial Specialties,Small-cap,"High Risk, High Potential Return",Equity – Agg
SPLP^A,Steel Partners,$24.45,0.014,0.057%,,United States,,6810,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
SPMA,Sound Point,$24.895,-0.005,-0.02%,0.0,,,10035,,,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SPMC,Sound Point,$20.37,-0.02,-0.098%,0.0,,2024.0,7380,,,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SPNS,Sapiens International,$25.64,-0.26,-1.004%,1429000120.0,Curacao,1992.0,354692,Technology,Computer Software: Prepackaged Software,Small-cap,"High Risk, High Potential Return",Equity – Agg
SPNT,SiriusPoint Ltd.,$14.97,0.18,1.217%,2423146999.0,Bermuda,2013.0,472908,Finance,Property-Casualty Insurers,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
SPNT^B,SiriusPoint Ltd.,$25.60,-0.07,-0.273%,,Bermuda,,4829,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
SPOK,Spok Holdings,$16.09,-0.09,-0.556%,326182192.0,United States,,84105,Telecommunications,Telecommunications Equipment,Small-cap,"High Risk, High Potential Return",Equity – Agg
SPOT,Spotify Technology,$490.34,-0.35,-0.071%,96667289362.0,Luxembourg,2018.0,1376298,Consumer Discretionary,Broadcasting,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
SPPL,SIMPPLE LTD.,$0.99,0.0199,2.051%,16063701.0,Singapore,2023.0,287906,Consumer Discretionary,Diversified Commercial Services,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SPR,Spirit Aerosystems,$33.77,-0.01,-0.03%,3948131410.0,United States,2006.0,1534714,Industrials,Military/Government/Technical,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
SPRB,Spruce Biosciences,$0.383,0.0125,3.374%,15818895.0,United States,2020.0,158577,Health Care,Biotechnology: Pharmaceutical Preparations,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SPRC,SciSparc Ltd.,$0.72,-0.0353,-4.674%,1946645.0,Israel,,742930,Health Care,Biotechnology: Pharmaceutical Preparations,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SPRO,Spero Therapeutics,$0.8349,-0.0623,-6.944%,45517216.0,United States,2017.0,558781,Health Care,Biotechnology: Pharmaceutical Preparations,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SPRU,Spruce Power,$2.84,0.04,1.429%,52831418.0,United States,2019.0,31653,Consumer Discretionary,Auto Parts:O.E.M.,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SPRY,ARS Pharmaceuticals,$12.18,0.17,1.415%,1183719086.0,United States,2020.0,1600988,Health Care,Biotechnology: Pharmaceutical Preparations,Small-cap,"High Risk, High Potential Return",Equity – Agg
SPSC,SPS Commerce,$191.42,4.0,2.134%,7191278237.0,United States,2010.0,210879,Technology,Computer Software: Prepackaged Software,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
SPT,Sprout Social,$32.27,0.65,2.056%,1852269344.0,United States,2019.0,1192373,Technology,Computer Software: Prepackaged Software,Small-cap,"High Risk, High Potential Return",Equity – Agg
SPTN,SpartanNash Company,$18.21,0.06,0.331%,614676820.0,United States,,223720,Consumer Discretionary,Food Distributors,Small-cap,"High Risk, High Potential Return",Equity – Agg
SPWH,Sportsman's Warehouse,$2.19,-0.04,-1.794%,83126448.0,United States,2014.0,209024,Consumer Discretionary,Other Specialty Stores,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SPXC,SPX Technologies,$148.67,-0.17,-0.114%,6892142131.0,United States,,203460,Industrials,Industrial Machinery/Components,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
SPXX,Nuveen S&P,$17.65,0.05,0.284%,0.0,United States,,40627,Finance,Trusts Except Educational Religious and Charitable,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SQ,Block ,$86.38,1.59,1.875%,53539533320.0,United States,2015.0,6122385,Technology,Computer Software: Prepackaged Software,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
SQFT,Presidio Property,$0.7097,-0.0203,-2.781%,10222737.0,United States,2020.0,17358,Real Estate,Real Estate Investment Trusts,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SQFTP,Presidio Property,$14.43,0.0608,0.423%,207854164.0,United States,,899,Real Estate,Real Estate Investment Trusts,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SQFTW,Presidio Property,$0.0373,-0.0027,-6.75%,537281.0,United States,,5515,Real Estate,Real Estate Investment Trusts,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SQM,Sociedad Quimica,$40.04,-0.23,-0.571%,11436963778.0,Chile,1993.0,1371439,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),Large-cap,"Lower Risk, Stable Returns",Equity – Mod
SQNS,Sequans Communications,$3.01,0.08,2.73%,75228536.0,France,,137583,Technology,Semiconductors,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SR,Spire ,$68.71,1.12,1.657%,3968501335.0,United States,,443234,Utilities,Oil/Gas Transmission,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
SR^A,Spire ,$24.60,0.02,0.081%,,United States,,12728,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
SRAD,Sportradar Group,$20.00,0.05,0.251%,22229298000.0,Switzerland,2021.0,766843,Technology,Computer Software: Programming Data Processing,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
SRBK,SR Bancorp,$11.88,-0.02,-0.168%,112166707.0,United States,2023.0,16512,Finance,Banks,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SRCE,1st Source,$57.50,-0.46,-0.794%,1409686848.0,United States,,53725,Finance,Major Banks,Small-cap,"High Risk, High Potential Return",Equity – Agg
SRDX,Surmodics ,$36.64,-0.17,-0.462%,524904640.0,United States,1998.0,311951,Health Care,Medical/Dental Instruments,Small-cap,"High Risk, High Potential Return",Equity – Agg
SRE,DBA Sempra,$83.99,1.57,1.905%,53199204183.0,United States,,7815639,Utilities,Natural Gas Distribution,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
SREA,DBA Sempra,$23.12,0.29,1.27%,14638332630.0,United States,2019.0,117611,Utilities,Natural Gas Distribution,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
SRFM,Surf Air,$3.97,0.2,5.305%,61568312.0,,2023.0,238861,Consumer Discretionary,Transportation Services,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SRG,Seritage Growth,$3.91,0.01,0.256%,220009119.0,United States,2015.0,209899,Finance,Real Estate,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SRG^A,Seritage Growth,$22.601,-0.4621,-2.004%,,United States,,3237,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
SRI,Stoneridge ,$5.82,0.02,0.345%,161144573.0,United States,1997.0,163994,Consumer Discretionary,Auto Parts:O.E.M.,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SRL,Scully Royalty,$8.33,0.29,3.607%,123469351.0,Canada,,8137,Finance,Commercial Banks,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SRM,SRM Entertainment,$0.448,0.012,2.752%,6216662.0,United States,2023.0,257742,Consumer Discretionary,Recreational Games/Products/Toys,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SRPT,Sarepta Therapeutics,$117.06,-2.27,-1.902%,11181530229.0,United States,,829494,Health Care,Biotechnology: Pharmaceutical Preparations,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
SRRK,Scholar Rock,$43.90,-0.42,-0.948%,4109696349.0,United States,2018.0,1323816,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
SRTS,Sensus Healthcare,$6.73,-0.04,-0.591%,110305043.0,United States,2016.0,136249,Health Care,Medical/Dental Instruments,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SRV,NXG Cushing,$48.09,0.04,0.083%,0.0,United States,,31258,Finance,Finance Companies,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SRZN,Surrozen ,$11.85,0.0,0.00%,38510106.0,United States,,11908,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SRZNW,Surrozen ,$0.039,0.0237,154.902%,126742.0,United States,,14197,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SSB,SouthState Corporation,$98.63,-0.9,-0.904%,7524731445.0,United States,,647538,Finance,Major Banks,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
SSBI,Summit State,$7.08,-0.21,-2.881%,47245760.0,United States,2006.0,38836,Finance,Major Banks,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SSBK,Southern States,$33.42,-0.98,-2.849%,330351988.0,United States,2021.0,12868,Finance,Savings Institutions,Small-cap,"High Risk, High Potential Return",Equity – Agg
SSD,Simpson Manufacturing,$167.00,0.7,0.421%,7041402696.0,United States,,190588,Consumer Discretionary,Industrial Machinery/Components,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
SSKN,Strata Skin,$2.96,-0.0106,-0.357%,12346637.0,United States,2005.0,2464,Health Care,Medical/Dental Instruments,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SSL,Sasol Ltd.,$4.98,-0.14,-2.734%,3197875910.0,South Africa,,790929,Energy,Oil & Gas Production,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
SSNC,SS&C Technologies,$79.10,0.69,0.88%,19591893862.0,United States,2010.0,1222721,Technology,Computer Software: Prepackaged Software,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
SSP,E.W. Scripps,$2.20,-0.1,-4.348%,189997507.0,United States,,242920,Industrials,Broadcasting,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SSRM,SSR Mining,$7.69,0.29,3.919%,1554118878.0,Canada,,3116752,Industrials,Precious Metals,Small-cap,"High Risk, High Potential Return",Equity – Agg
SSSS,SuRo Capital,$6.66,0.79,13.458%,155697493.0,United States,2011.0,847291,Finance,Finance: Consumer Services,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SSSSL,SuRo Capital,$24.70,0.125,0.509%,577436649.0,United States,,2237,Finance,Finance: Consumer Services,Small-cap,"High Risk, High Potential Return",Equity – Agg
SST,System1 ,$0.62,-0.0465,-6.977%,56984620.0,United States,2020.0,80346,Technology,Computer Software: Programming Data Processing,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SSTI,SoundThinking ,$13.01,0.36,2.846%,163776775.0,United States,2017.0,23026,Technology,Computer Software: Prepackaged Software,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SSTK,Shutterstock ,$31.26,-0.18,-0.573%,1089750640.0,United States,2012.0,728772,Technology,EDP Services,Small-cap,"High Risk, High Potential Return",Equity – Agg
SSY,SunLink Health,$0.8833,0.0029,0.329%,6218965.0,United States,1996.0,52752,Health Care,Hospital/Nursing Management,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SSYS,Stratasys Ltd.,$9.02,0.26,2.968%,628297787.0,United States,1994.0,330644,Technology,Computer peripheral equipment,Small-cap,"High Risk, High Potential Return",Equity – Agg
ST,Sensata Technologies,$28.28,0.11,0.39%,4229732984.0,Netherlands,2010.0,1024545,Industrials,Industrial Machinery/Components,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
STAA,STAAR Surgical,$21.855,0.145,0.668%,1076924248.0,United States,,531485,Health Care,Ophthalmic Goods,Small-cap,"High Risk, High Potential Return",Equity – Agg
STAF,Staffing 360,$3.02,-0.26,-7.927%,4622829.0,United States,,117547,Consumer Discretionary,Professional Services,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
STAG,Stag Industrial,$34.63,0.85,2.516%,6310011672.0,United States,2011.0,1628008,Real Estate,Real Estate Investment Trusts,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
STAI,ScanTech AI,$1.945,-0.115,-5.583%,8700825.0,United States,,346624,Industrials,Electrical Products,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
STBA,S&T Bancorp,$37.00,-0.28,-0.751%,1415610010.0,United States,,108405,Finance,Major Banks,Small-cap,"High Risk, High Potential Return",Equity – Agg
STBX,Starbox Group,$1.025,-0.275,-21.154%,29819811.0,Malaysia,2022.0,1066515,Consumer Discretionary,Advertising,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
STC,Stewart Information,$64.69,2.19,3.504%,1793315091.0,United States,,207060,Finance,Specialty Insurers,Small-cap,"High Risk, High Potential Return",Equity – Agg
STE,STERIS plc,$210.15,3.49,1.689%,20743344769.0,United States,,428434,Health Care,Industrial Specialties,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
STEC,Santech Holdings,$0.7423,-0.0387,-4.955%,20784400.0,China,2021.0,48557,Finance,Investment Managers,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
STEL,Stellar Bancorp,$27.81,-0.25,-0.891%,1485136123.0,United States,,145766,Finance,Major Banks,Small-cap,"High Risk, High Potential Return",Equity – Agg
STEM,Stem ,$0.6982,-0.0678,-8.851%,113634867.0,United States,1992.0,13758168,Miscellaneous,Industrial Machinery/Components,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
STEP,StepStone Group,$61.08,0.84,1.394%,7034173203.0,United States,2020.0,243053,Finance,Investment Managers,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
STEW,SRH Total,$16.25,0.07,0.433%,0.0,United States,,56352,Finance,Investment Managers,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
STFS,Star Fashion,$15.50,1.29,9.078%,168175000.0,China,2024.0,708178,Consumer Discretionary,Advertising,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
STG,Sunlands Technology,$5.58,0.0,0.00%,76568470.0,,2018.0,67,Real Estate,Other Consumer Services,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
STGW,Stagwell ,$6.32,-0.08,-1.25%,1663411126.0,Canada,,328134,Consumer Discretionary,Advertising,Small-cap,"High Risk, High Potential Return",Equity – Agg
STHO,Star Holdings,$9.04,0.13,1.459%,120408750.0,United States,,45069,Real Estate,Real Estate,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
STI,Solidion Technology,$0.468,-0.026,-5.263%,57683290.0,United States,2022.0,998372,Miscellaneous,Industrial Machinery/Components,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
STIM,Neuronetics ,$2.28,-0.05,-2.146%,69192309.0,United States,2018.0,537318,Health Care,Medical/Dental Instruments,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
STK,Columbia Seligman,$32.57,-0.09,-0.276%,0.0,United States,2009.0,22751,Finance,Investment Managers,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
STKH,Steakholder Foods,$1.60,-0.04,-2.439%,4376192.0,Israel,2021.0,18170,Consumer Staples,Packaged Foods,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
STKL,SunOpta ,$7.40,-0.13,-1.726%,864622194.0,Canada,,389096,Industrials,Farming/Seeds/Milling,Small-cap,"High Risk, High Potential Return",Equity – Agg
STKS,The ONE,$3.36,-0.06,-1.754%,103668324.0,United States,,72083,Consumer Discretionary,Restaurants,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
STLA,Stellantis N.V.,$12.56,-0.19,-1.49%,37970123930.0,United Kingdom,2014.0,7824442,Consumer Discretionary,Auto Manufacturing,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
STLD,Steel Dynamics,$125.00,-0.14,-0.112%,19030624375.0,United States,1996.0,875198,Industrials,Steel/Iron Ore,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
STM,STMicroelectronics N.V.,$24.69,0.04,0.162%,22289417990.0,Switzerland,,5336561,Technology,Semiconductors,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
STN,Stantec Inc,$76.60,-0.81,-1.046%,8737531817.0,Canada,,120956,Consumer Discretionary,Military/Government/Technical,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
STNE,StoneCo Ltd.,$8.42,-0.32,-3.661%,2601241954.0,Brazil,2018.0,6050288,Technology,EDP Services,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
STNG,Scorpio Tankers,$54.42,-2.06,-3.647%,2890124571.0,Monaco,2010.0,904690,Consumer Discretionary,Marine Transportation,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
STOK,Stoke Therapeutics,$9.46,-0.03,-0.316%,501067602.0,United States,2019.0,745990,Health Care,Biotechnology: Pharmaceutical Preparations,Small-cap,"High Risk, High Potential Return",Equity – Agg
STR,Sitio Royalties,$21.66,-0.34,-1.545%,3312145051.0,United States,2022.0,703384,Energy,Oil & Gas Production,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
STRA,Strategic Education,$97.14,1.47,1.537%,2386675304.0,United States,1996.0,201754,Real Estate,Other Consumer Services,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
STRL,Sterling Infrastructure,$178.48,1.33,0.751%,5481674980.0,United States,,175699,Industrials,Military/Government/Technical,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
STRM,Streamline Health,$3.71,0.06,1.644%,15853479.0,United States,,25078,Technology,EDP Services,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
STRO,Sutro Biopharma,$1.85,0.02,1.093%,152548641.0,United States,2018.0,872231,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
STRR,Star Equity,$2.27,0.0899,4.124%,7305834.0,United States,2004.0,18308,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
STRRP,Star Equity,$9.503,0.203,2.183%,30584731.0,United States,,652,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
STRS,Stratus Properties,$19.63,0.02,0.102%,158732126.0,United States,,8031,Real Estate,Homebuilding,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
STRT,STRATTEC SECURITY,$39.69,-0.07,-0.176%,162772341.0,United States,,12273,Consumer Discretionary,Auto Parts:O.E.M.,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
STRW,Strawberry Fields,$11.23,0.03,0.268%,84011798.0,,2023.0,34944,Real Estate,Real Estate Investment Trusts,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
STSS,Sharps Technology,$1.88,-0.03,-1.571%,3379855.0,United States,2022.0,26632,Health Care,Medical/Dental Instruments,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
STSSW,Sharps Technology,$0.04,-0.01,-20.00%,71912.0,United States,2022.0,29712,Finance,Finance: Consumer Services,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
STT,State Street,$100.49,0.72,0.722%,29458695654.0,United States,,2598375,Finance,Major Banks,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
STT^G,State Street,$23.73,0.41,1.758%,,United States,,78218,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
STTK,Shattuck Labs,$1.09,-0.1,-8.403%,52036282.0,United States,2020.0,60949,Health Care,Biotechnology: Pharmaceutical Preparations,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
STVN,Stevanato Group,$22.91,0.76,3.431%,6770822225.0,,2021.0,301028,Health Care,Medical/Dental Instruments,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
STWD,STARWOOD PROPERTY,$19.25,0.12,0.627%,6490320009.0,United States,2009.0,1817916,Real Estate,Real Estate Investment Trusts,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
STX,Seagate Technology,$95.07,0.73,0.774%,20110110421.0,Ireland,2002.0,3820538,Technology,Electronic Components,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
STXS,Stereotaxis ,$2.10,-0.02,-0.943%,177931965.0,United States,,397745,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
STZ,Constellation Brands,$184.57,3.85,2.13%,33357397377.0,United States,,3349045,Consumer Staples,Beverages (Production/Distribution),Large-cap,"Lower Risk, Stable Returns",Equity – Mod
SU,Suncor Energy,$39.07,-1.04,-2.593%,49115439760.0,Canada,,6958550,Energy,Integrated oil Companies,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
SUGP,SU Group,$1.09,-0.02,-1.802%,14442500.0,Hong Kong,2024.0,49267,Consumer Discretionary,Diversified Commercial Services,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SUI,Sun Communities,$123.71,3.03,2.511%,15759454879.0,United States,1993.0,674243,Real Estate,Real Estate Investment Trusts,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
SUM,Summit Materials,$52.19,0.06,0.115%,9164845617.0,United States,2015.0,2430368,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
SUN,Sunoco LP,$54.71,1.32,2.472%,8338480708.0,United States,2012.0,282836,Energy,Integrated oil Companies,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
SUNE,SUNation Energy,$2.19,0.08,3.791%,3974287.0,United States,,49957,Utilities,Telecommunications Equipment,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SUNS,Sunrise Realty,$13.61,-0.46,-3.269%,94254626.0,United States,,26499,Real Estate,Real Estate Investment Trusts,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SUP,Superior Industries,$2.03,-0.05,-2.404%,58638688.0,United States,,138791,Consumer Discretionary,Auto Parts:O.E.M.,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SUPN,Supernus Pharmaceuticals,$37.87,-0.44,-1.149%,2091153869.0,United States,2012.0,312022,Health Care,Biotechnology: Pharmaceutical Preparations,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
SUPV,Grupo Supervielle,$17.95,-0.77,-4.113%,1639633129.0,,2016.0,1673088,Finance,Commercial Banks,Small-cap,"High Risk, High Potential Return",Equity – Agg
SURG,SurgePays ,$1.58,-0.1,-5.952%,31855244.0,United States,,170848,Consumer Discretionary,Advertising,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SUUN,SolarBank Corporation,$2.24,0.24,12.00%,69443568.0,Canada,,45943,Utilities,Power Generation,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SUZ,Suzano S.A.,$10.05,-0.14,-1.374%,13106382031.0,Brazil,2018.0,1697495,Basic Materials,Paper,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
SVC,Service Properties,$2.55,-0.09,-3.409%,424953553.0,United States,,1414051,Real Estate,Real Estate Investment Trusts,Small-cap,"High Risk, High Potential Return",Equity – Agg
SVCO,Silvaco Group,$8.11,-0.11,-1.338%,230835538.0,United States,2024.0,81699,Technology,Computer Software: Prepackaged Software,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SVII,Spring Valley,$11.26,0.0,0.00%,0.0,United States,2022.0,84,Finance,Blank Checks,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SVIIR,Spring Valley,$0.09,-0.01,-10.00%,0.0,United States,2022.0,3746,,,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
SVM,Silvercorp Metals,$3.06,-0.14,-4.375%,662466129.0,Canada,,3668342,Basic Materials,Precious Metals,Small-cap,"High Risk, High Potential Return",Equity – Agg
SVMH,SRIVARU Holding,$0.6853,-0.231,-25.21%,7512964.0,Cayman Islands,,6382757,Consumer Discretionary,Auto Manufacturing,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
